Num_Acc,date,mois,jour,heure,departement,commune,lat,lon,en agglomeration,type intersection,type collision,luminosite,conditions atmosperiques,type route,circulation,nb voies,profil long route,trace plan route,largeur TPC,largeur route,etat surface,amenagement,situation,categorie usager,gravite accident,sexe,age,motif deplacement,existence securite,usage securite,obstacle fixe heurte,obstacle mobile heurte,localisation choc,manoeuvre avant accident,identifiant vehicule,type autres vehicules,manoeuvre autres vehicules,nombre autres vehicules
202100000136,2021-25-5,5,25,15,31,31555,43.5969171534,1.4261841774,False,Hors intersection,Deux véhicules – par le coté,Plein jour,Normale,Voie Communales,Bidirectionnelle,3,Plat,Partie rectiligne,, -1,Normale,Aucun,Sur piste cyclable,Conducteur,Blessé hospitalisé ,Féminin,-44.0,Non renseigné,Non déterminable,Oui,Sans objet,Véhicule,Avant gauche,Inconnue,201 508,Bicyclette,Indéterminé,1.0
202100000162,2021-12-11,11,12,12,91,91471,48.702077,2.190553,False,Hors intersection,Deux véhicules – par le coté,Plein jour,Normale,Voie Communales,Bidirectionnelle,2,Pente,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé léger,Masculin,-59.0,Domicile – travail,Casque,Oui,Sans objet,Véhicule,Avant,"Même sens, même file",201 456,Bicyclette,Indéterminé,1.0
202100000175,2021-30-6,6,30,08,11,11294,43.05858,2.043908,True,Hors intersection,Sans collision,Plein jour,Normale,Route Départementale ,Bidirectionnelle,2,Pente,En courbe à gauche ,, -1,Normale,Aucun,Sur chaussée,Conducteur,Tué,Masculin,-67.0,Promenade – loisirs,Casque,Oui,Sans objet,Aucun,Côté gauche,Sans changement de direction,201 432,Bicyclette,Indéterminé,0.0
202100000179,2021-9-11,11,9,16,33,33063,44.82677,-0.60132,False,Giratoire,Deux véhicules – par le coté,Plein jour,Normale,Voie Communales,A chaussées séparées,3,Plat,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé léger,Féminin,-32.0,Autre,Aucun équipement,Non,Sans objet,Véhicule,Côté gauche,"Même sens, même file",201 422,Bicyclette,Indéterminé,1.0
202100000180,2021-21-10,10,21,08,33,33069,44.86273,-0.58462,False,Hors intersection,Deux véhicules – par l’arrière,Crépuscule ou aube,Normale,Voie Communales,Bidirectionnelle,-1,Plat,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé léger,Féminin,-53.0,Domicile – travail,Casque,Oui,Sans objet,Véhicule,Arrière,Sans changement de direction,201 420,Bicyclette,Indéterminé,1.0
202100000181,2021-29-10,10,29,18,73,73241,45.614975,6.319102,False,Intersection en T,Deux véhicules - frontale,Crépuscule ou aube,Temps éblouissant ,Route Départementale ,Bidirectionnelle,2,Plat,Partie rectiligne,, -1,Normale,Pont - autopont,Sur chaussée,Conducteur,Blessé hospitalisé ,Féminin,-69.0,Promenade – loisirs,Aucun équipement,Non,Sans objet,Véhicule,Avant,Sans changement de direction,201 418,Bicyclette,Indéterminé,1.0
202100000195,2021-20-12,12,20,07,74,74229,46.224829,6.301786,False,Passage à niveau,Deux véhicules – par le coté,Crépuscule ou aube,Normale,Route Départementale ,Bidirectionnelle,2,Plat,Partie rectiligne,, -1,Normale,Voie ferrée,Sur autre voie spéciale,Conducteur,Blessé hospitalisé ,Masculin,-24.0,Domicile – travail,Casque,Oui,Sans objet,Véhicule sur rail,Aucun,Autres manœuvres,201 394,Bicyclette,Indéterminé,1.0
202100000201,2021-30-11,11,30,09,61,61001,48.43652,0.10496,False,Giratoire,Deux véhicules – par le coté,Plein jour,Pluie légère,Voie Communales,Avec voies d’affectation variable,1,Plat,Partie rectiligne,, -1,Mouillée,Carrefour aménagé,Sur chaussée,Conducteur,Blessé léger,Masculin,-86.0,Promenade – loisirs,Aucun équipement,Non,Sans objet,Véhicule,Avant gauche,En s’insérant,201 380,Bicyclette,Indéterminé,1.0
202100000203,2021-18-10,10,18,15,88,88213,48.339778,7.058394,True,Hors intersection,Sans collision,Plein jour,Normale,Route Départementale ,Bidirectionnelle,2,Pente,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé hospitalisé ,Féminin,-77.0,Promenade – loisirs,Casque,Oui,Sans objet,Aucun,Côté gauche,Sans changement de direction,201 376,Bicyclette,Indéterminé,0.0
202100000217,2021-14-7,7,14,19,61,61159,48.653846,0.410435,True,Hors intersection,Sans collision,Plein jour,Normale,Voie Communales,Bidirectionnelle,-1,Pente,En courbe à gauche ,, -1,Autre,Aucun,Sur chaussée,Conducteur,Blessé hospitalisé ,Féminin,-51.0,Promenade – loisirs,Casque,Oui,Sortie de chaussée sans obstacle,Aucun,Avant,Sans changement de direction,201 350,Bicyclette,Indéterminé,0.0
202100000218,2021-24-7,7,24,16,61,61001,48.434333,0.093558,False,Giratoire,Deux véhicules – par le coté,Plein jour,Pluie légère,Route Départementale ,Bidirectionnelle,-1,Plat,Partie rectiligne,, -1,Mouillée,Carrefour aménagé,Sur chaussée,Conducteur,Blessé léger,Masculin,-17.0,Promenade – loisirs,Non déterminable,Oui,Sans objet,Véhicule,Côté droit,Sans changement de direction,201 349,Bicyclette,Indéterminé,1.0
202100000226,2021-4-6,6,4,11,73,73065,45.5703281257,5.9167166719,False,Intersection en T,Deux véhicules – par le coté,Plein jour,Temps couvert ,Voie Communales,Bidirectionnelle,2,Plat,Partie rectiligne,, -1,Normale,Non renseigné,Sur piste cyclable,Conducteur,Blessé léger,Masculin,-61.0,Non renseigné,Casque,Oui,Sans objet,Véhicule,Avant,Sans changement de direction,201 328,Bicyclette,Indéterminé,1.0
202100000228,2021-17-11,11,17,17,36,36044,46.80957,1.67017,False,Intersection en X,Trois véhicules et plus - collisions multiples,Crépuscule ou aube,Normale,Voie Communales,Bidirectionnelle,2,Plat,Partie rectiligne,, -1,Autre,Aucun,Sur chaussée,Conducteur,Blessé léger,Masculin,-13.0,Promenade – loisirs,Non déterminable,Oui,Sans objet,Véhicule,Avant,Traversant la chaussée,201 320,Bicyclette,Indéterminé,2.0
202100000228,2021-17-11,11,17,17,36,36044,46.80957,1.67017,False,Intersection en X,Trois véhicules et plus - collisions multiples,Crépuscule ou aube,Normale,Voie Communales,Bidirectionnelle,2,Plat,Partie rectiligne,, -1,Autre,Aucun,Sur chaussée,Conducteur,Blessé léger,Masculin,-13.0,Promenade – loisirs,Non déterminable,Oui,Sans objet,Véhicule,Avant,Traversant la chaussée,201 320,Bicyclette,Indéterminé,2.0
202100000249,2021-14-5,5,14,12,78,78172,49.002071,2.081583,True,Hors intersection,Deux véhicules – par l’arrière,Plein jour,Pluie légère,Route nationale,A chaussées séparées,4,Plat,Partie rectiligne,, -1,Mouillée,Aucun,Sur chaussée,Conducteur,Blessé léger,Masculin,-81.0,Promenade – loisirs,Non déterminable,Oui,Sans objet,Véhicule,Arrière,Changeant de file A gauche,201 277,Bicyclette,Indéterminé,1.0
202100000250,2021-21-10,10,21,17,69,69386,45.7761264739,4.8446971178,False,Hors intersection,Deux véhicules – par l’arrière,Plein jour,Normale,Voie Communales,A sens unique,1,Plat,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé léger,Féminin,-55.0,Non renseigné,Casque,Oui,Sans objet,Véhicule,Arrière,Autres manœuvres,201 276,Bicyclette,Indéterminé,1.0
202100000251,2021-8-10,10,8,09,69,69386,45.7677673652,4.8423796892,False,Hors intersection,Autre collision,Plein jour,Normale,Voie Communales,A sens unique,1,Plat,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Indemne,Non renseigné,,Non renseigné,Non déterminable,Oui,Sans objet,Piéton,Aucun,"Même sens, même file",201 274,Bicyclette,Indéterminé,0.0
202100000274,2021-18-9,9,18,20,38,38544,45.53341,4.87382,False,Intersection en T,Deux véhicules – par le coté,Crépuscule ou aube,Normale,Voie Communales,Bidirectionnelle,1,Plat,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé léger,Masculin,-7.0,Promenade – loisirs,Non déterminable,Oui,Sans objet,Véhicule,Avant,"Même sens, même file",201 231,Bicyclette,Indéterminé,1.0
202100000285,2021-9-9,9,9,07,69,69383,45.753241,4.849,False,Intersection en X,Deux véhicules – par le coté,Plein jour,Temps couvert ,Voie Communales,A sens unique,1,Plat,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé léger,Masculin,-37.0,Non renseigné,Non déterminable,Oui,Sans objet,Véhicule,Côté droit,Traversant la chaussée,201 216,3RM > 125 cm3,Indéterminé,1.0
202100000293,2021-12-11,11,12,20,69,69383,45.75627,4.84037,False,Intersection en X,Deux véhicules – par le coté,Nuit avec éclairage public allumé,Normale,Voie Communales,Bidirectionnelle,2,Plat,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé léger,Féminin,-25.0,Non renseigné,Aucun équipement,Non,Sans objet,Véhicule,Côté gauche,Tournant A gauche,201 199,Bicyclette,Indéterminé,1.0
202100000294,2021-13-11,11,13,16,69,69386,45.767,4.859,False,Hors intersection,Deux véhicules – par le coté,Crépuscule ou aube,Normale,Voie Communales,Bidirectionnelle,2,Plat,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé léger,Masculin,-59.0,Non renseigné,Non déterminable,Oui,Sans objet,Véhicule,Côté droit,Traversant la chaussée,201 197,Bicyclette,Indéterminé,1.0
202100000308,2021-12-7,7,12,20,13,13054,43.40508,5.22318,False,Autre intersection,Autre collision,Plein jour,Normale,Routes de métropole urbaine,Bidirectionnelle,2,Plat,Partie rectiligne,, -1,Normale,Carrefour aménagé,Sur chaussée,Conducteur,Blessé hospitalisé ,Masculin,-12.0,Promenade – loisirs,Non déterminable,Oui,Sans objet,Véhicule,Arrière,En franchissant le terre-plein central,201 167,Bicyclette,Indéterminé,1.0
202100000311,2021-8-7,7,8,09,13,13019,43.46511,5.3536,False,Giratoire,Deux véhicules – par le coté,Plein jour,Normale,Routes de métropole urbaine,A sens unique,1,Plat,En courbe à gauche ,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé hospitalisé ,Masculin,-60.0,Promenade – loisirs,Casque,Oui,Sans objet,Véhicule,Aucun,Inconnue,201 163,Bicyclette,Indéterminé,1.0
202100000322,2021-1-4,4,1,18,33,33063,44.85159,-0.57404,False,Place,Deux véhicules – par le coté,Plein jour,Non renseigné,Voie Communales,A sens unique,2,Plat,Partie rectiligne,, -1,Non renseigné ,Aucun,Sur chaussée,Conducteur,Blessé léger,Masculin,-30.0,Utilisation professionnelle ,Aucun équipement,Non,Sans objet,Véhicule,Côté droit,Sans changement de direction,201 143,Bicyclette,Indéterminé,1.0
202100000334,2021-28-8,8,28,21,38,38382,45.220777,5.6814511,True,Passage à niveau,Autre collision,Nuit avec éclairage public allumé,Normale,Voie Communales,Bidirectionnelle,-1,Plat,Partie rectiligne,, -1,Normale,Voie ferrée,Sur autre voie spéciale,Conducteur,Tué,Masculin,-29.0,Non renseigné,Non renseigné,Non renseigné,Sans objet,Véhicule sur rail,Côté droit,Arrêté (hors stationnement),201 125,Bicyclette,Indéterminé,1.0
202100000344,2021-27-12,12,27,14,33,33063,44.83646,-0.60119,False,Intersection en X,Deux véhicules – par le coté,Plein jour,Temps couvert ,Voie Communales,A sens unique,2,Plat,Partie rectiligne,, -1,Normale,Carrefour aménagé,Sur chaussée,Conducteur,Blessé léger,Masculin,-48.0,Non renseigné,Casque,Oui,Sans objet,Véhicule,Avant,Sans changement de direction,201 106,Bicyclette,Indéterminé,1.0
202100000349,2021-27-10,10,27,11,75,75108,48.880491,2.312992,False,Intersection en T,Deux véhicules – par le coté,Plein jour,Normale,Voie Communales,A chaussées séparées,6,Pente,Partie rectiligne,, -1,Normale,Non renseigné,Sur piste cyclable,Conducteur,Blessé léger,Féminin,-28.0,Domicile – travail,Non déterminable,Oui,Sans objet,Véhicule,Avant,Sans changement de direction,201 090,Bicyclette,Indéterminé,1.0
202100000353,2021-10-11,11,10,17,87,87085,45.86958,1.29775,False,Hors intersection,Autre collision,Plein jour,Normale,Route Départementale ,A chaussées séparées,4,Plat,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé hospitalisé ,Masculin,-70.0,Promenade – loisirs,Casque,Oui,Support de signalisation verticale ou poste d’appel d’urgence,Aucun,Aucun,Déporté A droite,201 084,Bicyclette,Indéterminé,0.0
202100000354,2021-24-10,10,24,12,87,87085,45.85328,1.29588,False,Hors intersection,Deux véhicules – par le coté,Plein jour,Normale,Route Départementale ,A chaussées séparées,2,Pente,Partie rectiligne,, -1,Normale,Autres,Sur chaussée,Conducteur,Blessé hospitalisé ,Masculin,-57.0,Autre,Casque,Oui,Sans objet,Véhicule,Avant,Sans changement de direction,201 082,Autre véhicule,Indéterminé,1.0
202100000358,2021-27-10,10,27,17,35,35093,48.62406,-2.03375,False,Intersection en X,Deux véhicules - frontale,Plein jour,Normale,Voie Communales,Bidirectionnelle,0,Plat,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé hospitalisé ,Masculin,-66.0,Promenade – loisirs,Non déterminable,Oui,Sans objet,Véhicule,Avant,Arrêté (hors stationnement),201 077,Bicyclette,Indéterminé,1.0
202100000365,2021-25-1,1,25,10,13,13054,43.4029,5.21648,False,Intersection en X,Deux véhicules – par le coté,Plein jour,Normale,Routes de métropole urbaine,Bidirectionnelle,2,Plat,Partie rectiligne,, -1,Normale,Chantier,Sur chaussée,Conducteur,Blessé hospitalisé ,Masculin,-35.0,Promenade – loisirs,Casque,Oui,Sans objet,Véhicule,Avant,"Même sens, même file",201 055,Bicyclette,Indéterminé,1.0
202100000371,2021-25-10,10,25,14,65,65417,43.223768,0.094108,False,Giratoire,Deux véhicules – par le coté,Plein jour,Normale,Route Départementale ,A sens unique,2,Plat,En courbe à gauche ,, -1,Normale,Non renseigné,Sur chaussée,Conducteur,Blessé léger,Masculin,-69.0,Promenade – loisirs,Casque,Oui,Véhicule en stationnement,Véhicule,Côté droit,Sans changement de direction,201 045,Bicyclette,Indéterminé,1.0
202100000377,2021-8-5,5,8,16,33,33044,44.768685,-0.172133,True,Hors intersection,Autre collision,Plein jour,Normale,Route Départementale ,Bidirectionnelle,2,Plat,En courbe à droite ,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé léger,Masculin,-65.0,Promenade – loisirs,Casque,Oui,Sans objet,Véhicule,Arrière,Sans changement de direction,201 032,Bicyclette,Indéterminé,2.0
202100000442,2021-28-9,9,28,12,38,38511,45.3528241,5.961199,True,Hors intersection,Deux véhicules - frontale,Plein jour,Normale,Route Départementale ,Bidirectionnelle,2,Plat,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé hospitalisé ,Masculin,-20.0,Domicile – travail,Aucun équipement,Non,Sans objet,Véhicule,Avant,A contresens,200 915,Bicyclette,Indéterminé,1.0
202100000451,2021-5-10,10,5,16,973,97309,4.877093,-52.297856,True,Hors intersection,Deux véhicules – par l’arrière,Plein jour,Normale,Route Départementale ,Bidirectionnelle,2,Plat,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé hospitalisé ,Masculin,-67.0,Domicile – travail,Aucun équipement,Non,Sans objet,Aucun,Arrière,Inconnue,200 900,Bicyclette,Indéterminé,1.0
202100000456,2021-8-11,11,8,17,45,45298,47.89336,1.87625,False,Hors intersection,Deux véhicules – par le coté,Plein jour,Normale,Voie Communales,Bidirectionnelle,4,Plat,Partie rectiligne,, -1,Normale,Pont - autopont,Sur chaussée,Conducteur,Blessé léger,Masculin,-78.0,Promenade – loisirs,Non déterminable,Oui,Sans objet,Véhicule,Côté gauche,Traversant la chaussée,200 892,Bicyclette,Indéterminé,1.0
202100000465,2021-28-7,7,28,13,19,19031,45.15121,1.54917,False,Hors intersection,Deux véhicules – par l’arrière,Plein jour,Normale,Voie Communales,Bidirectionnelle,2,Plat,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé léger,Masculin,-21.0,Utilisation professionnelle ,Casque,Oui,Sans objet,Véhicule,Côté gauche,Tournant A gauche,200 874,Bicyclette,Indéterminé,1.0
202100000470,2021-9-11,11,9,11,66,66136,42.68848,2.89502,False,Giratoire,Deux véhicules – par le coté,Plein jour,Normale,Voie Communales,A sens unique,1,Plat,En courbe à droite ,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé léger,Masculin,-50.0,Promenade – loisirs,Non déterminable,Oui,Sans objet,Véhicule,Avant,Sans changement de direction,200 865,Bicyclette,Indéterminé,1.0
202100000494,2021-17-10,10,17,21,76,76351,49.5013935778,0.1500253379,False,Intersection en X,Deux véhicules – par le coté,Nuit avec éclairage public non allumé,Normale,Route Départementale ,Bidirectionnelle,2,Plat,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé léger,Masculin,-19.0,Utilisation professionnelle ,Casque,Oui,Sans objet,Véhicule,Avant droit,Tournant A gauche,200 821,Bicyclette,Indéterminé,1.0
202100000495,2021-16-10,10,16,19,76,76351,49.491761,0.1252,False,Hors intersection,Deux véhicules - frontale,Nuit avec éclairage public allumé,Normale,Voie Communales,A chaussées séparées,5,Plat,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé hospitalisé ,Masculin,-53.0,Non renseigné,Casque,Oui,Sans objet,Véhicule,Côté gauche,Traversant la chaussée,200 819,Bicyclette,Indéterminé,1.0
202100000509,2021-13-11,11,13,17,37,37122,47.3503784806,0.656260023,False,Giratoire,Deux véhicules – par le coté,Plein jour,Pluie légère,Voie Communales,Bidirectionnelle,2,Plat,Partie rectiligne,, -1,Mouillée,Carrefour aménagé,Sur chaussée,Conducteur,Blessé léger,Féminin,-48.0,Non renseigné,Non déterminable,Oui,Sans objet,Véhicule,Côté droit,Sans changement de direction,200 790,Bicyclette,Indéterminé,1.0
202100000518,2021-18-4,4,18,17,13,13047,43.50574,4.98459,False,Giratoire,Deux véhicules – par l’arrière,Plein jour,Normale,Voie Communales,A sens unique,2,Plat,En courbe à gauche ,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé léger,Féminin,-66.0,Promenade – loisirs,Casque,Oui,Sans objet,Véhicule,Arrière droit,"Même sens, même file",200 773,Bicyclette,Indéterminé,1.0
202100000520,2021-31-12,12,31,16,87,87085,45.85614,1.29184,False,Hors intersection,Sans collision,Plein jour,Normale,Route Départementale ,Avec voies d’affectation variable,3,Pente,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé léger,Masculin,-16.0,Promenade – loisirs,Non déterminable,Oui,Sans objet,Aucun,Avant droit,"Même sens, même file",200 769,Bicyclette,Indéterminé,1.0
202100000550,2021-1-4,4,1,07,57,57289,49.0549269,7.0353568,False,Autre intersection,Sans collision,Crépuscule ou aube,Normale,Voie Communales,Bidirectionnelle,-1,Plat,Partie rectiligne,, -1,Normale,Non renseigné,Sur autre voie spéciale,Conducteur,Tué,Masculin,-45.0,Promenade – loisirs,Aucun équipement,Non,"Fossé, talus, paroi rocheuse",Aucun,Avant,Autres manœuvres,200 719,Bicyclette,Indéterminé,0.0
202100000552,2021-13-6,6,13,17,73,73008,45.70594,5.91066,False,Intersection en X,Deux véhicules – par le coté,Plein jour,Temps éblouissant ,Route Départementale ,A chaussées séparées,4,Plat,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé hospitalisé ,Masculin,-50.0,Promenade – loisirs,Casque,Oui,Sans objet,Véhicule,Avant,Sans changement de direction,200 716,Bicyclette,Indéterminé,1.0
202100000555,2021-8-11,11,8,13,10,10387,48.2943,4.0783,False,Intersection en X,Deux véhicules – par le coté,Plein jour,Normale,Voie Communales,A sens unique,3,Plat,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé léger,Féminin,-19.0,Promenade – loisirs,Casque,Oui,Sans objet,Véhicule,Avant gauche,Sans changement de direction,200 711,Bicyclette,Indéterminé,1.0
202100000559,2021-9-11,11,9,12,65,65440,43.237722,0.041849,True,Giratoire,Deux véhicules – par le coté,Plein jour,Normale,Route Départementale ,A sens unique,2,Plat,En courbe à gauche ,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé hospitalisé ,Masculin,-55.0,Courses – achats,Casque,Oui,Sans objet,Véhicule,Avant,Sans changement de direction,200 702,Bicyclette,Indéterminé,1.0
202100000561,2021-8-11,11,8,19,56,56121,47.75141,-3.37084,False,Intersection en T,Deux véhicules – par le coté,Nuit avec éclairage public allumé,Temps couvert ,Voie Communales,A sens unique,1,Pente,Partie rectiligne,, -1,Normale,Aucun,Sur piste cyclable,Conducteur,Blessé léger,Féminin,-29.0,Promenade – loisirs,Casque,Oui,Sans objet,Véhicule,Côté gauche,Sans changement de direction,200 697,Bicyclette,Indéterminé,1.0
202100000564,2021-10-11,11,10,16,49,49246,47.4394,-0.486,False,Giratoire,Deux véhicules – par le coté,Plein jour,Normale,Voie Communales,A sens unique,2,Plat,En courbe à gauche ,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé léger,Masculin,-58.0,Promenade – loisirs,Casque,Oui,Sans objet,Véhicule,Arrière droit,Autres manœuvres,200 693,Bicyclette,Indéterminé,1.0
202100000577,2021-8-11,11,8,13,10,10387,48.2922,4.08617,False,Intersection en T,Deux véhicules – par le coté,Plein jour,Normale,Voie Communales,Bidirectionnelle,2,Plat,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé léger,Féminin,-48.0,Domicile – travail,Non déterminable,Oui,Sans objet,Véhicule,Côté droit,Sans changement de direction,200 672,Bicyclette,Indéterminé,1.0
202100000583,2021-13-11,11,13,01,974,97416,-21.30185,55.50198,True,Hors intersection,Autre collision,Nuit sans éclairage public,Normale,Route nationale,A chaussées séparées,4,Pente,Partie rectiligne,, -1,Normale,Aucun,Sur bande d’arrêt d’urgence,Conducteur,Blessé hospitalisé ,Masculin,-23.0,Non renseigné,Non déterminable,Oui,Véhicule en stationnement,Aucun,Avant,Manœuvre d’évitement,200 658,Bicyclette,Indéterminé,0.0
202100000586,2021-4-12,12,4,09,78,78466,48.923944,1.995472,True,Giratoire,Deux véhicules – par le coté,Plein jour,Normale,Route Départementale ,A sens unique,2,Plat,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé hospitalisé ,Masculin,-43.0,Promenade – loisirs,Casque,Oui,Sans objet,Véhicule,Avant,Sans changement de direction,200 652,Bicyclette,Indéterminé,1.0
202100000593,2021-8-11,11,8,15,54,54395,48.6822242291,6.1779042612,False,Intersection en X,Deux véhicules – par le coté,Plein jour,Normale,Voie Communales,Bidirectionnelle,2,Plat,Partie rectiligne,, -1,Normale,Aucun,Sur chaussée,Conducteur,Blessé léger,Féminin,-53.0,Non renseigné,Casque,Oui,Sans objet,Véhicule,Avant,Sans changement de direction,200 641,Bicyclette,Indéterminé,1.0
